0,0.5
8.008008008008009e-10,0.5
1.6016016016016018e-9,0.5
2.4024024024024024e-9,0.5
3.2032032032032036e-9,0.5
4.0040040040040044e-9,0.5
4.804804804804805e-9,0.5
5.605605605605606e-9,0.5
6.406406406406407e-9,0.5
7.207207207207208e-9,-0.5
8.008008008008009e-9,-0.5
8.80880880880881e-9,-0.5
9.60960960960961e-9,-0.5
1.0410410410410411e-8,-0.5
1.1211211211211212e-8,-0.5
1.2012012012012013e-8,-0.5
1.2812812812812814e-8,-0.5
1.3613613613613616e-8,-0.5
1.4414414414414415e-8,-0.5
1.5215215215215216e-8,-0.5
1.6016016016016018e-8,-0.5
1.681681681681682e-8,-0.5
1.761761761761762e-8,-0.5
1.841841841841842e-8,-0.5
1.921921921921922e-8,-0.5
2.0020020020020024e-8,-0.5
2.0820820820820822e-8,-0.5
2.1621621621621626e-8,-0.5
2.2422422422422424e-8,-0.5
2.3223223223223225e-8,-0.5
2.4024024024024027e-8,-0.5
2.4824824824824828e-8,-0.5
2.562562562562563e-8,-0.5
2.6426426426426427e-8,-0.5
2.722722722722723e-8,-0.5
2.8028028028028033e-8,-0.5
2.882882882882883e-8,-0.5
2.9629629629629632e-8,-0.5
3.043043043043043e-8,-0.5
3.1231231231231234e-8,-0.5
3.2032032032032035e-8,-0.5
3.2832832832832837e-8,-0.5
3.363363363363364e-8,0.5
3.443443443443444e-8,0.5
3.523523523523524e-8,0.5
3.6036036036036035e-8,0.5
3.683683683683684e-8,0.5
3.7637637637637644e-8,0.5
3.843843843843844e-8,0.5
3.923923923923924e-8,0.5
4.004004004004005e-8,-0.5
4.084084084084085e-8,-0.5
4.1641641641641643e-8,-0.5
4.2442442442442445e-8,-0.5
4.324324324324325e-8,-0.5
4.404404404404405e-8,-0.5
4.484484484484485e-8,-0.5
4.564564564564565e-8,-0.5
4.644644644644645e-8,-0.5
4.724724724724725e-8,-0.5
4.804804804804805e-8,-0.5
4.8848848848848854e-8,-0.5
4.9649649649649655e-8,-0.5
5.045045045045045e-8,-0.5
5.125125125125126e-8,-0.5
5.205205205205206e-8,-0.5
5.2852852852852854e-8,-0.5
5.365365365365366e-8,0.5
5.445445445445446e-8,0.5
5.525525525525526e-8,0.5
5.6056056056056065e-8,0.5
5.685685685685686e-8,0.5
5.765765765765766e-8,0.5
5.845845845845847e-8,0.5
5.9259259259259263e-8,0.5
6.006006006006006e-8,-0.5
6.086086086086087e-8,-0.5
6.166166166166167e-8,-0.5
6.246246246246247e-8,-0.5
6.326326326326327e-8,-0.5
6.406406406406407e-8,-0.5
6.486486486486487e-8,-0.5
6.566566566566567e-8,-0.5
6.646646646646647e-8,0.5
6.726726726726728e-8,0.5
6.806806806806808e-8,0.5
6.886886886886888e-8,0.5
6.966966966966967e-8,0.5
7.047047047047048e-8,0.5
7.127127127127128e-8,0.5
7.207207207207207e-8,0.5
7.287287287287288e-8,-0.5
7.367367367367369e-8,-0.5
7.447447447447447e-8,-0.5
7.527527527527529e-8,-0.5
7.607607607607608e-8,-0.5
7.687687687687688e-8,-0.5
7.767767767767769e-8,-0.5
7.847847847847848e-8,-0.5
7.927927927927928e-8,-0.5
8.00800800800801e-8,0.5
8.088088088088088e-8,0.5
8.16816816816817e-8,0.5
8.248248248248249e-8,0.5
8.328328328328329e-8,0.5
8.40840840840841e-8,0.5
8.488488488488489e-8,0.5
8.568568568568569e-8,0.5
8.64864864864865e-8,-0.5
8.728728728728729e-8,-0.5
8.80880880880881e-8,-0.5
8.88888888888889e-8,-0.5
8.96896896896897e-8,-0.5
9.04904904904905e-8,-0.5
9.12912912912913e-8,-0.5
9.20920920920921e-8,-0.5
9.28928928928929e-8,0.5
9.36936936936937e-8,0.5
9.44944944944945e-8,0.5
9.52952952952953e-8,0.5
9.60960960960961e-8,0.5
9.689689689689691e-8,0.5
9.769769769769771e-8,0.5
9.849849849849851e-8,0.5
9.929929929929931e-8,-0.5
1.0010010010010011e-7,-0.5
1.009009009009009e-7,-0.5
1.017017017017017e-7,-0.5
1.0250250250250252e-7,-0.5
1.0330330330330332e-7,-0.5
1.0410410410410412e-7,-0.5
